B3941,小杨的锻炼,数论I,T1,因倍数。求gcd和lcm,GESP样题五级,,
B4077,鼓掌,数论I,T1,因倍数。求gcd和lcm,CSP-X2019山东,,
P1888,三角函数,数论I,TO,因倍数。分数化简,,,
P1482,Cantor表（升级版）,数论I,T1-,因倍数。分数化简,,,
B3620,x 进制转 10 进制,数制I,T1-,进制转换,,,
B3619,10 进制转 x 进制,数制I,T1-,进制转换,,,
B3869,进制转换,数制I,T1-,进制转换,GESP202309四级,,
B2143,进制转换,数制I,T1-,进制转换,,,
B3849,进制转换,数制I,T1-,进制转换,GESP样题三级,,
P1143,进制转换,数制I,T1-,进制转换,,,
P5660,数字游戏,数制I,T0,处理二进制序列,CSP-J2019,,
B2140,二进制分类,数制I,T1,处理二进制序列,,,
P7071,优秀的拆分,数制I,T1,处理二进制序列,CSP-J2020,,
P1100,高低位交换,数制I,T1,处理二进制序列,,,
P2708,硬币翻转,数制I,T1,处理二进制序列,,,
B3842,春游,数制I,T0,使用二进制序列维护信息,GESP202306三级,,
P1152,欢乐的跳,数制I,T1-,使用二进制序列维护信息,,,
P1161,开灯,数制I,T1-,使用二进制序列维护信息,,,
B2092,开关灯,数制I,T1-,使用二进制序列维护信息,,,
P1047,校门外的树,数制I,T1-,使用二进制序列维护信息,NOIP2005普及组,,
P1276,校门外的树（增强版）,数制I,T1-,使用二进制序列维护信息,,,
P2347,砝码称重,数制I,T1-,使用二进制序列维护信息,NOIP1996提高组,,
P5732,杨辉三角,组合数学I,T1-,排列组合+基本计数原理,,,
P1866,编号,组合数学I,T1,排列组合+基本计数原理,,,
